,WJSpecID,scientific_name,common_name,Inv,Vert,Scav,Fruits,Nectar,Seeds,PlantOther,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,PelagicSpecialist,log10SpecGenFinalMass,Diet_Breadth_Levin,Diet_breadthLevinsStanderdized,log_dietBreathLevin
526,8872,Sialia mexicana,Western Bluebird,7,0,0,2,0,1,0,0,0,10,0,0,0,0,0,0,1.422261451,1.851851852,0.858024691,-0.066500214
525,8873,Sialia currucoides,Mountain Bluebird,6,0,0,3,0,1,0,0,0,10,0,0,0,0,0,0,1.471291711,2.173913043,0.804347826,-0.094556108
373,8880,Myadestes townsendi,Townsend's Solitaire,5,0,0,2,0,2,1,0,0,0,0,6,2,2,0,0,1.521138084,2.941176471,0.676470588,-0.169751081
707,8836,Ixoreus naevius,Varied Thrush,3,0,0,7,0,0,0,0,0,8,2,0,0,0,0,0,1.889301703,1.724137931,0.879310345,-0.055857817
129,8895,Catharus aurantiirostris,Orange-billed Nightingale-thrush,5,0,0,3,0,2,0,0,0,8,2,0,0,0,0,0,1.474216264,2.631578947,0.728070175,-0.137826759
131,8902,Catharus fuscescens,Veery,5,0,0,4,0,1,0,0,0,10,0,0,0,0,0,0,1.503790683,2.380952381,0.76984127,-0.113598811
133,8903,Catharus minimus,Grey-cheeked Thrush,8,0,0,2,0,0,0,0,0,8,0,1,1,0,0,0,1.499412126,1.470588235,0.921568627,-0.035472318
130,8904,Catharus bicknelli,Bicknell's Thrush,9,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,1.443888547,1.219512195,0.963414634,-0.016186761
134,8906,Catharus ustulatus,Swainson's Thrush,6,0,0,4,0,0,0,0,0,5,5,0,0,0,0,0,1.481442629,1.923076923,0.846153846,-0.072550667
132,8909,Catharus guttatus,Hermit Thrush,8,0,0,2,0,0,0,0,0,5,5,0,0,0,0,0,1.478566496,1.470588235,0.921568627,-0.035472318
285,8910,Hylocichla mustelina,Wood Thrush,6,0,0,4,0,0,0,0,0,8,2,0,0,0,0,0,1.699751032,1.923076923,0.846153846,-0.072550667
585,8996,Turdus grayi,Clay-coloured Thrush,3,1,0,6,0,0,0,0,0,0,2,8,0,0,0,0,1.900367129,2.173913043,0.804347826,-0.094556108
586,9007,Turdus migratorius,American Robin,5,0,0,5,0,0,0,0,0,2,4,4,0,0,0,0,1.894869657,2,0.833333333,-0.079181246
400,9353,Oenanthe oenanthe,Northern Wheatear,7,0,0,2,0,1,0,0,0,10,0,0,0,0,0,0,1.404662701,1.851851852,0.858024691,-0.066500214
72,8766,Bombycilla garrulus,Bohemian Waxwing,3,0,0,5,0,0,2,0,0,0,4,4,0,2,0,0,1.735678726,2.631578947,0.728070175,-0.137826759
71,8768,Bombycilla cedrorum,Cedar Waxwing,2,0,0,7,0,0,1,0,0,0,4,4,0,2,0,0,1.499412126,1.851851852,0.858024691,-0.066500214
432,8762,Phainopepla nitens,Phainopepla,4,0,0,6,0,0,0,0,0,0,4,4,0,2,0,0,1.344392274,1.923076923,0.846153846,-0.072550667
431,12242,Peucedramus taeniatus,Olive Warbler,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1.041392685,1,1,0
334,12181,Lonchura punctulata,Scaly-breasted Munia,1,0,0,2,0,5,2,0,0,5,5,0,0,0,0,0,1.133538908,2.941176471,0.676470588,-0.169751081
412,11753,Passer domesticus,House Sparrow,1,0,0,0,0,6,3,0,0,5,5,0,0,0,0,0,1.423409728,2.173913043,0.804347826,-0.094556108
413,11778,Passer montanus,Eurasian Tree Sparrow,4,0,0,0,0,6,0,0,0,3.33,3.33,3.33,0,0,0,0,1.330210785,1.923076923,0.846153846,-0.072550667
368,11828,Motacilla cinerea,Grey Wagtail,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.234264124,1,1,0
639,11815,Motacilla tschutschensis,Eastern Yellow Wagtail,7,0,0,1,0,1,1,0,0,10,0,0,0,0,0,0,1.247482261,1.923076923,0.846153846,-0.072550667
367,11802,Motacilla alba,White Wagtail,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.378942699,1,1,0
36,11885,Anthus rubescens,American Pipit,8,0,0,1,0,1,0,0,0,9,1,0,0,0,0,0,1.315550534,1.515151515,0.914141414,-0.038986615
37,11891,Anthus spragueii,Sprague's Pipit,8,0,0,0,0,2,0,0,0,7,3,0,0,0,0,0,1.40654018,1.470588235,0.921568627,-0.035472318
164,12417,Coccothraustes vespertinus,Evening Grosbeak,1,0,0,2,0,4,3,0,0,0,5,5,0,0,0,0,1.758154622,3.333333333,0.611111111,-0.21387982
453,12387,Pinicola enucleator,Pine Grosbeak,2,0,0,2,0,3,3,0,0,0,0,8,2,0,0,0,1.751279104,3.846153846,0.525641026,-0.279310746
327,12355,Leucosticte tephrocotis,Gray-crowned Rosy-finch,2,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,1.5774918,2.777777778,0.703703704,-0.152610163
325,12356,Leucosticte atrata,Black Rosy-finch,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,1.402089351,2,0.833333333,-0.079181246
326,12357,Leucosticte australis,Brown-capped Rosy-finch,2,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,1.424881637,1.470588235,0.921568627,-0.035472318
710,12369,Haemorhous mexicanus,House Finch,1,0,0,3,0,3,3,0,0,3.33,3.33,3.33,0,0,0,0,1.330413773,3.571428571,0.571428571,-0.243038049
711,12367,Haemorhous purpureus,Purple Finch,1,0,0,1,2,2,4,0,0,3.33,3.33,3.33,0,0,0,0,1.367355921,3.846153846,0.525641026,-0.279310746
712,12368,Haemorhous cassinii,Cassin's Finch,2,0,0,0,0,4,4,0,0,6,0,0,4,0,0,0,1.423245874,2.777777778,0.703703704,-0.152610163
713,12346,Acanthis flammea,Common Redpoll,3,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,1.113943352,2.941176471,0.676470588,-0.169751081
714,12341,Acanthis hornemanni,Hoary Redpoll,0,0,0,0,0,4,6,0,0,0,5,5,0,0,0,0,1.181843588,1.923076923,0.846153846,-0.072550667
336,12392,Loxia curvirostra,Red Crossbill,2,0,0,0,0,3,5,0,0,0,0,8,2,0,0,0,1.583085366,2.631578947,0.728070175,-0.137826759
640,12392,Loxia sinesciuris,Cassia Crossbill,2,0,0,0,0,3,5,0,0,0,0,8,2,0,0,0,1.583085366,2.631578947,0.728070175,-0.137826759
337,12397,Loxia leucoptera,White-winged Crossbill,2,0,0,2,0,3,3,0,0,0,4,6,0,0,0,0,1.457730548,3.846153846,0.525641026,-0.279310746
715,12318,Spinus pinus,Pine Siskin,1,0,0,1,0,7,1,0,0,5,0,5,0,0,0,0,1.103803721,1.923076923,0.846153846,-0.072550667
716,12333,Spinus psaltria,Lesser Goldfinch,1,0,0,3,0,3,3,0,0,2,4,4,0,0,0,0,0.942999593,3.571428571,0.571428571,-0.243038049
717,12334,Spinus lawrencei,Lawrence's Goldfinch,0,0,0,1,0,9,0,0,0,6,2,2,0,0,0,0,1.039017322,1.219512195,0.963414634,-0.016186761
718,12332,Spinus tristis,American Goldfinch,1,0,0,0,1,6,2,0,0,3.33,3.33,3.33,0,0,0,0,1.106870544,2.380952381,0.76984127,-0.113598811
98,12505,Calcarius lapponicus,Lapland Longspur,5,0,0,0,0,5,0,0,0,7,1,2,0,0,0,0,1.444669231,2,0.833333333,-0.079181246
99,12507,Calcarius ornatus,Chestnut-collared Longspur,4,0,0,0,0,6,0,0,0,9,1,0,0,0,0,0,1.307496038,1.923076923,0.846153846,-0.072550667
100,12506,Calcarius pictus,Smith's Longspur,5,0,0,0,0,5,0,0,0,8,2,0,0,0,0,0,1.425860145,2,0.833333333,-0.079181246
719,12504,Rhynchophanes mccownii,McCown's Longspur,2,0,0,0,0,8,0,0,0,8,2,0,0,0,0,0,1.409595019,1.470588235,0.921568627,-0.035472318
466,12508,Plectrophenax nivalis,Snow Bunting,3,0,0,0,0,0,7,0,0,9,1,0,0,0,0,0,1.625312451,1.724137931,0.879310345,-0.055857817
720,12587,Peucaea carpalis,Rufous-winged Sparrow,2,0,0,0,0,8,0,0,0,6,2,2,0,0,0,0,1.184691431,1.470588235,0.921568627,-0.035472318
721,12586,Peucaea cassinii,Cassin's Sparrow,6,0,0,0,0,3,1,0,0,7,3,0,0,0,0,0,1.276461804,2.173913043,0.804347826,-0.094556108
722,12584,Peucaea aestivalis,Bachman's Sparrow,6,0,0,0,0,4,0,0,0,7,3,0,0,0,0,0,1.29136885,1.923076923,0.846153846,-0.072550667
22,12554,Ammodramus savannarum,Grasshopper Sparrow,6,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,1.245759356,1.923076923,0.846153846,-0.072550667
49,12618,Arremonops rufivirgatus,Olive Sparrow,4,0,0,2,0,0,4,0,0,8,2,0,0,0,0,0,1.350829274,2.777777778,0.703703704,-0.152610163
542,12560,Spizella passerina,Chipping Sparrow,4,0,0,0,0,6,0,0,0,8,1,1,0,0,0,0,1.086359831,1.923076923,0.846153846,-0.072550667
541,12562,Spizella pallida,Clay-coloured Sparrow,2,0,0,0,0,6,2,0,0,8,1,1,0,0,0,0,1.049218023,2.272727273,0.787878788,-0.103540592
539,12567,Spizella atrogularis,Black-chinned Sparrow,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,1.053078443,2,0.833333333,-0.079181246
543,12565,Spizella pusilla,Field Sparrow,4,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,1.096910013,1.923076923,0.846153846,-0.072550667
540,12564,Spizella breweri,Brewer's Sparrow,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,1.037426498,2,0.833333333,-0.079181246
23,12570,Amphispiza bilineata,Black-throated Sparrow,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,1.130333768,2,0.833333333,-0.079181246
154,12569,Chondestes grammacus,Lark Sparrow,3,0,0,0,0,7,0,0,0,8,1,1,0,0,0,0,1.462397998,1.724137931,0.879310345,-0.055857817
97,12510,Calamospiza melanocorys,Lark Bunting,3,0,0,1,0,6,0,0,0,5,1,1,2,1,0,0,1.575187845,2.173913043,0.804347826,-0.094556108
723,12559,Spizelloides arborea,American Tree Sparrow,5,0,0,0,0,5,0,0,0,6,2,2,0,0,0,0,1.251151343,2,0.833333333,-0.079181246
415,12511,Passerella iliaca,Fox Sparrow,4,0,0,2,0,2,2,0,0,9,1,0,0,0,0,0,1.52179165,3.571428571,0.571428571,-0.243038049
301,12529,Junco hyemalis,Dark-eyed Junco,3,0,0,0,0,7,0,0,0,6,1,3,0,0,0,0,1.290034611,1.724137931,0.879310345,-0.055857817
302,12532,Junco phaeonotus,Yellow-eyed Junco,3,0,0,0,0,4,3,0,0,8,2,0,0,0,0,0,1.309630167,2.941176471,0.676470588,-0.169751081
627,12526,Zonotrichia leucophrys,White-crowned Sparrow,1,0,0,1,0,7,1,0,0,8,1,1,0,0,0,0,1.447158031,1.923076923,0.846153846,-0.072550667
626,12527,Zonotrichia atricapilla,Golden-crowned Sparrow,1,0,0,0,0,6,3,0,0,9,1,0,0,0,0,0,1.50501424,2.173913043,0.804347826,-0.094556108
628,12523,Zonotrichia querula,Harris's Sparrow,1,0,0,0,0,9,0,0,0,9,1,0,0,0,0,0,1.550228353,1.219512195,0.963414634,-0.016186761
625,12524,Zonotrichia albicollis,White-throated Sparrow,2,0,0,2,0,5,1,0,0,9,1,0,0,0,0,0,1.387389826,2.941176471,0.676470588,-0.169751081
630,12571,Artemisiospiza nevadensis,Sagebrush Sparrow,6,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,1.230193379,1.923076923,0.846153846,-0.072550667
629,12571,Artemisiospiza belli,Bell's Sparrow,6,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,1.230193379,1.923076923,0.846153846,-0.072550667
482,12568,Pooecetes gramineus,Vesper Sparrow,5,0,0,0,0,5,0,0,0,8,1,1,0,0,0,0,1.409595019,2,0.833333333,-0.079181246
802,12551,Ammospiza leconteii,LeConte's Sparrow,2,0,0,0,0,8,0,0,0,8,2,0,0,0,0,0,1.113943352,1.470588235,0.921568627,-0.035472318
724,12542,Ammospiza maritima,Seaside Sparrow,10,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1.345569756,1,1,0
725,12544,Ammospiza nelsoni,Nelson's Sparrow,5,0,0,0,0,5,0,0,0,9,1,0,0,0,0,0,1.179264464,2,0.833333333,-0.079181246
726,12550,Ammospiza caudacuta,Saltmarsh Sparrow,8,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1.283074975,1.470588235,0.921568627,-0.035472318
414,12534,Passerculus sandwichensis,Savannah Sparrow,4,0,0,2,0,3,1,0,0,8,1,1,0,0,0,0,1.300378065,3.333333333,0.611111111,-0.21387982
727,12553,Centronyx bairdii,Baird's Sparrow,5,0,0,0,0,5,0,0,0,9,1,0,0,0,0,0,1.256477206,2,0.833333333,-0.079181246
728,12552,Centronyx henslowii,Henslow's Sparrow,7,0,0,0,0,3,0,0,0,8,1,1,0,0,0,0,1.10720997,1.724137931,0.879310345,-0.055857817
354,12517,Melospiza melodia,Song Sparrow,4,0,0,3,0,3,0,0,0,7,3,0,0,0,0,0,1.340642378,2.941176471,0.676470588,-0.169751081
353,12519,Melospiza lincolnii,Lincoln's Sparrow,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,1.220108088,2,0.833333333,-0.079181246
352,12521,Melospiza georgiana,Swamp Sparrow,4,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,1.206825876,2.941176471,0.676470588,-0.169751081
729,12605,Melozone fusca,Canyon Towhee,2,0,0,0,0,8,0,0,0,5,3,2,0,0,0,0,1.64738297,1.470588235,0.921568627,-0.035472318
730,12608,Melozone aberti,Abert's Towhee,8,0,0,0,0,2,0,0,0,7,3,0,0,0,0,0,1.662096445,1.470588235,0.921568627,-0.035472318
731,12607,Melozone crissalis,California Towhee,2,0,0,1,0,6,1,0,0,5,3,2,0,0,0,0,1.722880611,2.380952381,0.76984127,-0.113598811
14,12588,Aimophila ruficeps,Rufous-crowned Sparrow,5,0,0,0,0,5,0,0,0,6,2,2,0,0,0,0,1.271609301,2,0.833333333,-0.079181246
455,12596,Pipilo chlorurus,Green-tailed Towhee,4,0,0,2,0,4,0,0,0,7,3,0,0,0,0,0,1.46834733,2.777777778,0.703703704,-0.152610163
457,12601,Pipilo maculatus,Spotted Towhee,5,0,0,2,0,3,0,0,0,7,3,0,0,0,0,0,1.594171479,2.631578947,0.728070175,-0.137826759
456,12602,Pipilo erythrophthalmus,Eastern Towhee,3,0,0,3,0,4,0,0,0,8,2,0,0,0,0,0,1.60238559,2.941176471,0.676470588,-0.169751081
288,12799,Icteria virens,Yellow-breasted Chat,8,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,1.396024897,1.470588235,0.921568627,-0.035472318
622,13397,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,10,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1.797128988,1,1,0
215,13453,Dolichonyx oryzivorus,Bobolink,6,0,0,3,0,1,0,0,0,10,0,0,0,0,0,0,1.497758718,2.173913043,0.804347826,-0.094556108
557,13420,Sturnella neglecta,Western Meadowlark,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,2.000260499,2,0.833333333,-0.079181246
556,13416,Sturnella magna,Eastern Meadowlark,7,0,0,1,0,2,0,0,0,10,0,0,0,0,0,0,1.962653405,1.851851852,0.858024691,-0.066500214
296,13384,Icterus spurius,Orchard Oriole,4,0,0,2,3,0,1,0,0,3,5,2,0,0,0,0,1.288696261,3.333333333,0.611111111,-0.21387982
291,13383,Icterus cucullatus,Hooded Oriole,4,0,0,2,3,0,1,0,0,0,5,5,0,0,0,0,1.385606274,3.333333333,0.611111111,-0.21387982
290,13381,Icterus bullockii,Bullock's Oriole,6,1,0,0,3,0,0,0,0,3,2,2,3,0,0,0,1.57863921,2.173913043,0.804347826,-0.094556108
294,13371,Icterus gularis,Altamira Oriole,7,0,0,1,2,0,0,0,0,0,4,4,2,0,0,0,1.741624258,1.851851852,0.858024691,-0.066500214
293,13360,Icterus graduacauda,Audubon's Oriole,6,0,0,3,0,1,0,0,0,2,6,2,0,0,0,0,1.625312451,2.173913043,0.804347826,-0.094556108
292,13379,Icterus galbula,Baltimore Oriole,6,0,0,2,2,0,0,0,0,3,1,2,4,0,0,0,1.516270883,2.272727273,0.787878788,-0.103540592
289,13382,Icterus abeillei,Black-backed Oriole,6,0,0,0,4,0,0,0,0,3,2,2,3,0,0,0,1.51851394,1.923076923,0.846153846,-0.072550667
295,13394,Icterus parisorum,Scott's Oriole,7,0,0,2,1,0,0,0,0,2,4,4,0,0,0,0,1.56205483,1.851851852,0.858024691,-0.066500214
12,13402,Agelaius phoeniceus,Red-winged Blackbird,5,0,0,0,0,5,0,0,0,9,1,0,0,0,0,0,1.705692697,2,0.833333333,-0.079181246
13,13406,Agelaius tricolor,Tricoloured Blackbird,7,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,1.762828553,1.724137931,0.879310345,-0.055857817
366,13448,Molothrus bonariensis,Shiny Cowbird,7,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,1.617943435,1.724137931,0.879310345,-0.055857817
364,13449,Molothrus aeneus,Bronzed Cowbird,7,0,0,0,0,3,0,0,0,8,1,1,0,0,0,0,1.796643704,1.724137931,0.879310345,-0.055857817
365,13450,Molothrus ater,Brown-headed Cowbird,4,0,0,0,0,6,0,0,0,8,1,1,0,0,0,0,1.604873771,1.923076923,0.846153846,-0.072550667
244,13442,Euphagus carolinus,Rusty Blackbird,10,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,1.7750276,1,1,0
245,13443,Euphagus cyanocephalus,Brewer's Blackbird,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.795741021,1,1,0
499,13439,Quiscalus quiscula,Common Grackle,4,2,0,0,0,4,0,0,0,7,2,1,0,0,0,0,2.021933166,2.777777778,0.703703704,-0.152610163
497,13436,Quiscalus major,Boat-tailed Grackle,4,2,1,0,0,3,0,0,0,7,2,1,0,0,0,0,2.179580513,3.333333333,0.611111111,-0.21387982
498,13435,Quiscalus mexicanus,Great-tailed Grackle,8,0,0,0,0,2,0,0,0,8,1,1,0,0,0,0,2.205393853,1.470588235,0.921568627,-0.035472318
518,12724,Seiurus aurocapilla,Ovenbird,7,1,0,1,0,1,0,0,0,8,2,0,0,0,0,0,1.274157849,1.923076923,0.846153846,-0.072550667
277,12722,Helmitheros vermivorum,Worm-eating Warbler,10,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1.151063253,1,1,0
732,12727,Parkesia motacilla,Louisiana Waterthrush,8,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1.298853076,1.470588235,0.921568627,-0.035472318
733,12725,Parkesia noveboracensis,Northern Waterthrush,9,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1.212187604,1.219512195,0.963414634,-0.016186761
604,12669,Vermivora chrysoptera,Golden-winged Warbler,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0.941511433,1,1,0
734,12668,Vermivora cyanoptera,Blue-winged Warbler,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0.949390007,1,1,0
363,12719,Mniotilta varia,Black-and-white Warbler,8,0,0,2,0,0,0,0,0,0,2,6,2,0,0,0,1.037426498,1.470588235,0.921568627,-0.035472318
489,12721,Protonotaria citrea,Prothonotary Warbler,7,0,0,1,1,1,0,0,0,0,2,8,0,0,0,0,1.155336037,1.923076923,0.846153846,-0.072550667
330,12723,Limnothlypis swainsonii,Swainson's Warbler,9,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1.276461804,1.219512195,0.963414634,-0.016186761
735,12681,Oreothlypis superciliosa,Crescent-chested Warbler,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.954242509,1,1,0
737,12670,Leiothlypis peregrina,Tennessee Warbler,7,0,0,2,1,0,0,0,0,0,3,4,3,0,0,0,0.949390007,1.851851852,0.858024691,-0.066500214
738,12671,Leiothlypis celata,Orange-crowned Warbler,7,0,0,2,1,0,0,0,0,0,5,5,0,0,0,0,0.963315511,1.851851852,0.858024691,-0.066500214
739,12676,Leiothlypis crissalis,Colima Warbler,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.968482949,1,1,0
740,12677,Leiothlypis luciae,Lucy's Warbler,10,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0.819543936,1,1,0
741,12672,Leiothlypis ruficapilla,Nashville Warbler,8,0,0,1,1,0,0,0,0,0,4,4,2,0,0,0,0.907948522,1.515151515,0.914141414,-0.038986615
742,12675,Leiothlypis virginiae,Virginia's Warbler,10,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0.913813852,1,1,0
401,12729,Oporornis agilis,Connecticut Warbler,8,0,0,2,0,0,0,0,0,8,2,0,0,0,0,0,1.123851641,1.470588235,0.921568627,-0.035472318
263,12746,Geothlypis poliocephala,Grey-crowned Yellowthroat,10,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1.164352856,1,1,0
743,12731,Geothlypis tolmiei,MacGillivray's Warbler,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1.017033339,1,1,0
744,12730,Geothlypis philadelphia,Mourning Warbler,9,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,1.069668097,1.219512195,0.963414634,-0.016186761
745,12728,Geothlypis formosa,Kentucky Warbler,8,0,0,1,0,1,0,0,0,8,2,0,0,0,0,0,1.146128036,1.515151515,0.914141414,-0.038986615
267,12733,Geothlypis trichas,Common Yellowthroat,10,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0.979548375,1,1,0
749,12751,Setophaga citrina,Hooded Warbler,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1.022840611,1,1,0
524,12720,Setophaga ruticilla,American Redstart,8,0,0,1,0,1,0,0,0,0,0,8,2,0,0,0,0.915927212,1.515151515,0.914141414,-0.038986615
750,12707,Setophaga kirtlandii,Kirtland's Warbler,7,0,0,3,0,0,0,0,0,0,2,8,0,0,0,0,1.144262774,1.724137931,0.879310345,-0.055857817
751,12690,Setophaga tigrina,Cape May Warbler,6,0,0,2,2,0,0,0,0,0,0,2,6,2,0,0,1.001733713,2.272727273,0.787878788,-0.103540592
752,12714,Setophaga cerulea,Cerulean Warbler,9,0,0,0,1,0,0,0,0,0,0,0,7,3,0,0,0.95616843,1.219512195,0.963414634,-0.016186761
753,12678,Setophaga americana,Northern Parula,7,0,0,1,1,1,0,0,0,0,0,2,8,0,0,0,0.894316063,1.923076923,0.846153846,-0.072550667
754,12680,Setophaga pitiayumi,Tropical Parula,7,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0.833784375,1.851851852,0.858024691,-0.066500214
755,12689,Setophaga magnolia,Magnolia Warbler,10,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0.910624405,1,1,0
756,12712,Setophaga castanea,Bay-breasted Warbler,6,0,0,3,1,0,0,0,0,0,0,10,0,0,0,0,1.071882007,2.173913043,0.804347826,-0.094556108
757,12701,Setophaga fusca,Blackburnian Warbler,8,0,0,2,0,0,0,0,0,0,0,2,6,2,0,0,0.988558957,1.470588235,0.921568627,-0.035472318
758,12683,Setophaga petechia,Yellow Warbler,10,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1.009450896,1,1,0
759,12688,Setophaga pensylvanica,Chestnut-sided Warbler,8,0,0,1,0,1,0,0,0,0,2,8,0,0,0,0,0.968015714,1.515151515,0.914141414,-0.038986615
760,12713,Setophaga striata,Blackpoll Warbler,7,0,0,1,1,1,0,0,0,0,0,10,0,0,0,0,1.073351702,1.923076923,0.846153846,-0.072550667
761,12691,Setophaga caerulescens,Black-throated Blue Warbler,7,0,0,1,1,1,0,0,0,0,4,4,2,0,0,0,1.006037955,1.923076923,0.846153846,-0.072550667
762,12711,Setophaga palmarum,Palm Warbler,7,0,0,1,1,1,0,0,0,10,0,0,0,0,0,0,1.012837225,1.923076923,0.846153846,-0.072550667
764,12706,Setophaga pinus,Pine Warbler,7,0,0,1,1,1,0,0,0,2,0,8,0,0,0,0,1.071513805,1.923076923,0.846153846,-0.072550667
765,12692,Setophaga coronata,Yellow-rumped Warbler,7,0,0,1,1,1,0,0,0,0,5,5,0,0,0,0,1.077004327,1.923076923,0.846153846,-0.072550667
766,12702,Setophaga dominica,Yellow-throated Warbler,10,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0.986323777,1,1,0
768,12709,Setophaga discolor,Prairie Warbler,8,0,0,1,1,0,0,0,0,2,6,2,0,0,0,0,0.883093359,1.515151515,0.914141414,-0.038986615
769,12704,Setophaga adelaidae,Adelaide's Warbler,10,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0.84135947,1,1,0
771,12703,Setophaga graciae,Grace's Warbler,10,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0.908485019,1,1,0
803,12696,Setophaga nigrescens,Black-throated Gray Warbler,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.939519253,1,1,0
772,12697,Setophaga townsendi,Townsend's Warbler,10,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0.946452265,1,1,0
773,12698,Setophaga occidentalis,Hermit Warbler,10,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1.017033339,1,1,0
774,12700,Setophaga chrysoparia,Golden-cheeked Warbler,10,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0.995635195,1,1,0
775,12699,Setophaga virens,Black-throated Green Warbler,6,0,0,2,0,0,2,0,0,0,2,6,2,0,0,0,0.939019776,2.272727273,0.787878788,-0.103540592
776,12770,Basileuterus lachrymosus,Fan-tailed Warbler,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1.408239965,1,1,0
68,12787,Basileuterus rufifrons,Rufous-capped Warbler,8,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,1.017033339,1.470588235,0.921568627,-0.035472318
66,12783,Basileuterus culicivorus,Golden-crowned Warbler,8,0,0,2,0,0,0,0,0,0,7,3,0,0,0,0,1.021189299,1.470588235,0.921568627,-0.035472318
787,12753,Cardellina canadensis,Canada Warbler,9,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,1.001733713,1.219512195,0.963414634,-0.016186761
788,12752,Cardellina pusilla,Wilson's Warbler,8,0,0,1,1,0,0,0,0,0,2,8,0,0,0,0,0.84260924,1.515151515,0.914141414,-0.038986615
124,12754,Cardellina rubrifrons,Red-faced Warbler,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.908485019,1,1,0
386,12757,Myioborus pictus,Painted Redstart,8,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0.990782692,1.470588235,0.921568627,-0.035472318
384,12758,Myioborus miniatus,Slate-throated Redstart,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.954242509,1,1,0
458,12908,Piranga flava,Hepatic Tanager,8,0,0,2,0,0,0,0,0,0,1,3,6,0,0,0,1.57634135,1.470588235,0.921568627,-0.035472318
461,12913,Piranga rubra,Summer Tanager,9,0,0,1,0,0,0,0,0,0,2,3,3,2,0,0,1.464340485,1.219512195,0.963414634,-0.016186761
460,12915,Piranga olivacea,Scarlet Tanager,8,0,0,1,0,0,1,0,0,1,1,4,4,0,0,0,1.450249108,1.515151515,0.914141414,-0.038986615
459,12916,Piranga ludoviciana,Western Tanager,8,0,0,2,0,0,0,0,0,0,0,3,4,3,0,0,1.44870632,1.470588235,0.921568627,-0.035472318
