,WJSpecID,scientific_name,common_name,Inv,Vert,Scav,Fruits,Nectar,Seeds,PlantOther,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,PelagicSpecialist,log10SpecGenFinalMass,Diet_Breadth_Levin,Diet_breadthLevinsStanderdized,log_dietBreathLevin
213,567,Dendrocygna autumnalis,Black-bellied Whistling-duck,1,0,0,0,0,0,9,0,5,5,0,0,0,0,0,0,2.878119485,1.219512195,0.963414634,-0.016186761
212,566,Dendrocygna arborea,West Indian Whistling-duck,0,0,0,4,0,3,3,0,2,8,0,0,0,0,0,0,3.06069784,2.941176471,0.676470588,-0.169751081
214,560,Dendrocygna bicolor,Fulvous Whistling-duck,0,0,0,2,0,2,6,2,8,0,0,0,0,0,0,0,2.878734295,2.272727273,0.787878788,-0.103540592
646,611,Anser canagicus,Emperor Goose,1,0,0,2,0,0,7,0,2,8,0,0,0,0,0,0,3.329700864,1.851851852,0.858024691,-0.066500214
647,609,Anser caerulescens,Snow Goose,0,0,0,0,0,1,9,0,2,8,0,0,0,0,0,0,3.420970118,1.219512195,0.963414634,-0.016186761
648,610,Anser rossii,Ross's Goose,0,0,0,0,0,0,10,0,2,8,0,0,0,0,0,0,3.213780645,1,1,0
32,603,Anser albifrons,Greater White-fronted Goose,0,0,0,1,0,0,9,0,2,8,0,0,0,0,0,0,3.399048649,1.219512195,0.963414634,-0.016186761
76,616,Branta bernicla,Brent Goose,0,0,0,0,0,0,10,0,4,6,0,0,0,0,0,0,3.106500269,1,1,0
78,19813,Branta hutchinsii,Cackling Goose,0,0,0,1,0,0,9,0,4,6,0,0,0,0,0,0,3.448965892,1.219512195,0.963414634,-0.016186761
77,613,Branta canadensis,Canada Goose,0,0,0,1,0,0,9,0,4,6,0,0,0,0,0,0,3.448965892,1.219512195,0.963414634,-0.016186761
206,586,Cygnus olor,Mute Swan,1,1,0,0,0,0,8,0,10,0,0,0,0,0,0,0,4.0286542,1.515151515,0.914141414,-0.038986615
204,590,Cygnus buccinator,Trumpeter Swan,1,0,0,0,0,2,7,0,10,0,0,0,0,0,0,0,4.04419195,1.851851852,0.858024691,-0.066500214
205,591,Cygnus columbianus,Tundra Swan,0,0,0,0,0,0,10,0,5,5,0,0,0,0,0,0,3.804681791,1,1,0
17,637,Alopochen aegyptiaca,Egyptian Goose,1,0,0,0,0,0,9,0,3,7,0,0,0,0,0,0,3.272537777,1.219512195,0.963414634,-0.016186761
568,634,Tadorna tadorna,Common Shelduck,7,2,0,0,0,0,1,0,9,1,0,0,0,0,0,0,3.059499045,1.851851852,0.858024691,-0.066500214
96,657,Cairina moschata,Muscovy Duck,3,2,0,0,0,2,3,0,5,5,0,0,0,0,0,0,3.383057381,3.846153846,0.525641026,-0.279310746
15,659,Aix sponsa,Wood Duck,0,0,0,0,0,5,5,0,8,2,0,0,0,0,0,0,2.8179552,2,0.833333333,-0.079181246
649,690,Spatula discors,Blue-winged Teal,1,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,2.555626406,2.173913043,0.804347826,-0.094556108
650,691,Spatula cyanoptera,Cinnamon Teal,2,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,2.57685943,2.631578947,0.728070175,-0.137826759
651,695,Spatula clypeata,Northern Shoveler,6,0,0,0,0,2,2,2,8,0,0,0,0,0,0,0,2.787148634,2.272727273,0.787878788,-0.103540592
652,671,Mareca strepera,Gadwall,0,0,0,0,0,3,7,0,8,2,0,0,0,0,0,0,2.961696297,1.724137931,0.879310345,-0.055857817
653,673,Mareca penelope,Eurasian Wigeon,0,0,0,0,0,2,8,0,5,5,0,0,0,0,0,0,2.886507645,1.470588235,0.921568627,-0.035472318
654,674,Mareca americana,American Wigeon,0,0,0,0,0,0,10,0,5,5,0,0,0,0,0,0,2.877722556,1,1,0
29,679,Anas platyrhynchos,Mallard,4,2,0,0,0,2,2,2,6,2,0,0,0,0,0,0,2.926043895,3.571428571,0.571428571,-0.243038049
807,679,Anas diazi,Mexican Duck,4,2,0,0,0,2,2,2,6,2,0,0,0,0,0,0,2.926043895,3.571428571,0.571428571,-0.243038049
30,677,Anas rubripes,American Black Duck,4,0,0,0,0,3,3,2,8,0,0,0,0,0,0,0,3.093757783,2.941176471,0.676470588,-0.169751081
27,19816,Anas fulvigula,Mottled Duck,4,2,0,0,0,2,2,2,6,2,0,0,0,0,0,0,2.926043895,3.571428571,0.571428571,-0.243038049
25,708,Anas acuta,Northern Pintail,2,1,0,0,0,2,5,0,7,3,0,0,0,0,0,0,2.975257136,2.941176471,0.676470588,-0.169751081
26,714,Anas crecca,Common Teal,3,0,0,0,0,2,5,0,10,0,0,0,0,0,0,0,2.533886398,2.631578947,0.728070175,-0.137826759
28,19817,Anas gracilis,Grey Teal,2,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,2.688517705,2.777777778,0.703703704,-0.152610163
58,728,Aythya valisineria,Canvasback,1,1,0,0,0,2,6,6,4,0,0,0,0,0,0,0,3.079904468,2.380952381,0.76984127,-0.113598811
55,729,Aythya americana,Redhead,1,0,0,0,0,2,7,5,5,0,0,0,0,0,0,0,3.031687131,1.851851852,0.858024691,-0.066500214
56,730,Aythya collaris,Ring-necked Duck,2,0,0,0,0,2,6,0,10,0,0,0,0,0,0,0,2.847911819,2.272727273,0.787878788,-0.103540592
57,738,Aythya marila,Greater Scaup,8,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,3.002325922,1.515151515,0.914141414,-0.038986615
54,739,Aythya affinis,Lesser Scaup,2,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,2.91352246,2.631578947,0.728070175,-0.137826759
481,745,Polysticta stelleri,Steller's Eider,8,2,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2.906744357,1.470588235,0.921568627,-0.035472318
533,743,Somateria spectabilis,King Eider,8,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,3.208632125,1.515151515,0.914141414,-0.038986615
532,740,Somateria mollissima,Common Eider,7,1,0,1,0,0,1,8,2,0,0,0,0,0,0,0,3.314063241,1.923076923,0.846153846,-0.072550667
283,747,Histrionicus histrionicus,Harlequin Duck,10,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2.749403899,1,1,0
350,752,Melanitta perspicillata,Surf Scoter,8,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,3.039941298,1.515151515,0.914141414,-0.038986615
655,753,Melanitta deglandi,White-winged Scoter,8,1,0,0,0,0,1,8,2,0,0,0,0,0,0,0,3.25531352,1.515151515,0.914141414,-0.038986615
656,749,Melanitta americana,Black Scoter,7,1,0,0,0,1,1,10,0,0,0,0,0,0,0,0,3.021181027,1.923076923,0.846153846,-0.072550667
163,748,Clangula hyemalis,Long-tailed Duck,8,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,2.940018155,1.515151515,0.914141414,-0.038986615
83,760,Bucephala albeola,Bufflehead,7,2,0,0,0,1,0,10,0,0,0,0,0,0,0,0,2.599293428,1.851851852,0.858024691,-0.066500214
84,757,Bucephala clangula,Common Goldeneye,7,1,0,0,0,1,1,8,2,0,0,0,0,0,0,0,2.96310753,1.923076923,0.846153846,-0.072550667
85,759,Bucephala islandica,Barrow's Goldeneye,8,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,2.964358644,1.515151515,0.914141414,-0.038986615
335,762,Lophodytes cucullatus,Hooded Merganser,4,4,0,0,0,1,1,8,2,0,0,0,0,0,0,0,2.788005657,2.941176471,0.676470588,-0.169751081
355,767,Mergus merganser,Common Merganser,1,9,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3.161673399,1.219512195,0.963414634,-0.016186761
356,764,Mergus serrator,Red-breasted Merganser,2,7,0,0,0,0,1,8,2,0,0,0,0,0,0,0,3.006538775,1.851851852,0.858024691,-0.066500214
406,573,Oxyura jamaicensis,Ruddy Duck,6,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,2.784010711,1.923076923,0.846153846,-0.072550667
404,137,Ortalis vetula,Plain Chachalaca,0,0,0,6,0,0,4,0,0,0,0,5,5,0,0,0,2.750199728,1.923076923,0.846153846,-0.072550667
402,463,Oreortyx pictus,Mountain Quail,0,0,0,2,0,4,4,0,0,8,2,0,0,0,0,0,2.367355921,2.777777778,0.703703704,-0.152610163
174,469,Colinus virginianus,Northern Bobwhite,0,0,0,0,0,7,3,0,0,10,0,0,0,0,0,0,2.235250612,1.724137931,0.879310345,-0.055857817
116,464,Callipepla squamata,Scaled Quail,3,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,2.264487256,2.941176471,0.676470588,-0.169751081
114,466,Callipepla californica,California Quail,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,2.219322508,2,0.833333333,-0.079181246
115,467,Callipepla gambelii,Gambel's Quail,1,0,0,0,0,4,5,0,0,10,0,0,0,0,0,0,2.219977257,2.380952381,0.76984127,-0.113598811
209,490,Cyrtonyx montezumae,Montezuma Quail,4,0,0,1,0,1,4,0,0,10,0,0,0,0,0,0,2.268062878,2.941176471,0.676470588,-0.169751081
16,241,Alectoris chukar,Chukar,2,0,0,0,0,1,7,0,0,10,0,0,0,0,0,0,2.700790221,1.851851852,0.858024691,-0.066500214
441,393,Phasianus colchicus,Common Pheasant,1,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,3.049338213,3.571428571,0.571428571,-0.243038049
426,294,Perdix perdix,Grey Partridge,3,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,2.607776604,2.941176471,0.676470588,-0.169751081
73,434,Bonasa umbellus,Ruffed Grouse,1,0,0,2,0,0,7,0,0,6,4,0,0,0,0,0,2.725020906,1.851851852,0.858024691,-0.066500214
137,435,Centrocercus urophasianus,Greater Sage-grouse,1,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,3.279315534,1.219512195,0.963414634,-0.016186761
136,19812,Centrocercus minimus,Gunnison Sage-grouse,1,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,3.279315534,1.219512195,0.963414634,-0.016186761
657,417,Falcipennis canadensis,Spruce Grouse,0,0,0,1,0,0,9,0,0,10,0,0,0,0,0,0,2.675457542,1.219512195,0.963414634,-0.016186761
303,427,Lagopus leucura,White-tailed Ptarmigan,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,2.550191651,1,1,0
211,420,Dendragapus obscurus,Dusky Grouse,0,0,0,2,0,0,8,0,0,10,0,0,0,0,0,0,3.02007525,1.470588235,0.921568627,-0.035472318
210,19811,Dendragapus fuliginosus,Sooty Grouse,0,0,0,2,0,0,8,0,0,10,0,0,0,0,0,0,3.02007525,1.470588235,0.921568627,-0.035472318
589,436,Tympanuchus phasianellus,Sharp-tailed Grouse,1,0,0,1,0,1,7,0,0,10,0,0,0,0,0,0,2.945655656,1.923076923,0.846153846,-0.072550667
587,437,Tympanuchus cupido,Greater Prairie-chicken,2,0,0,1,0,5,2,0,0,10,0,0,0,0,0,0,2.939559186,2.941176471,0.676470588,-0.169751081
588,438,Tympanuchus pallidicinctus,Lesser Prairie-chicken,6,0,0,0,0,0,4,0,0,6,2,2,0,0,0,0,2.872634025,1.923076923,0.846153846,-0.072550667
351,439,Meleagris gallopavo,Wild Turkey,2,0,0,2,0,2,4,0,0,9,1,0,0,0,0,0,3.762781312,3.571428571,0.571428571,-0.243038049
564,5004,Tachybaptus dominicus,Least Grebe,7,2,0,0,0,0,1,7,3,0,0,0,0,0,0,0,2.122510771,1.851851852,0.858024691,-0.066500214
477,5005,Podilymbus podiceps,Pied-billed Grebe,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2.614823422,1.724137931,0.879310345,-0.055857817
473,5013,Podiceps auritus,Horned Grebe,4,6,0,0,0,0,0,7,3,0,0,0,0,0,0,0,2.656098202,1.923076923,0.846153846,-0.072550667
474,5010,Podiceps grisegena,Red-necked Grebe,5,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3.009875634,2,0.833333333,-0.079181246
475,5015,Podiceps nigricollis,Black-necked Grebe,8,2,0,0,0,0,0,6,4,0,0,0,0,0,0,0,2.615360778,1.470588235,0.921568627,-0.035472318
9,5024,Aechmophorus occidentalis,Western Grebe,1,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3.055741366,1.219512195,0.963414634,-0.016186761
8,5026,Aechmophorus clarkii,Clark's Grebe,1,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3.037796885,1.219512195,0.963414634,-0.016186761
175,3315,Columba livia,Rock Pigeon,1,0,0,0,0,6,3,0,0,8,2,0,0,0,0,0,2.549248557,2.173913043,0.804347826,-0.094556108
423,3349,Patagioenas leucocephala,White-crowned Pigeon,0,0,0,7,0,0,3,0,0,2,2,4,2,0,0,0,2.380464506,1.724137931,0.879310345,-0.055857817
422,3361,Patagioenas flavirostris,Red-billed Pigeon,0,0,0,6,0,0,4,0,0,1,3,3,3,0,0,0,2.432664697,1.923076923,0.846153846,-0.072550667
421,3355,Patagioenas fasciata,Band-tailed Pigeon,0,0,0,0,0,7,3,0,0,0,5,5,0,0,0,0,2.563836919,1.724137931,0.879310345,-0.055857817
554,3380,Streptopelia turtur,European Turtle-dove,1,0,0,4,0,5,0,0,0,10,0,0,0,0,0,0,2.120573931,2.380952381,0.76984127,-0.113598811
553,3391,Streptopelia decaocto,Eurasian Collared-dove,1,0,0,3,0,4,2,0,0,8,1,1,0,0,0,0,2.173069664,3.333333333,0.611111111,-0.21387982
658,3385,Streptopelia chinensis,Spotted Dove,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,2.201397124,1,1,0
176,3447,Columbina inca,Inca Dove,0,0,0,2,0,8,0,0,0,10,0,0,0,0,0,0,1.67669361,1.470588235,0.921568627,-0.035472318
177,3449,Columbina passerina,Common Ground-dove,1,0,0,4,0,5,0,0,0,10,0,0,0,0,0,0,1.548512256,2.380952381,0.76984127,-0.113598811
178,3451,Columbina talpacoti,Ruddy Ground-dove,1,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,1.663135315,1.219512195,0.963414634,-0.016186761
268,3494,Geotrygon montana,Ruddy Quail-dove,2,0,0,3,0,5,0,0,0,10,0,0,0,0,0,0,2.126650821,2.631578947,0.728070175,-0.137826759
323,3464,Leptotila verreauxi,White-tipped Dove,2,0,0,2,0,6,0,0,0,10,0,0,0,0,0,0,2.166962664,2.272727273,0.787878788,-0.103540592
623,3443,Zenaida asiatica,White-winged Dove,0,0,0,3,0,6,1,0,0,6,3,1,0,0,0,0,2.184691431,2.173913043,0.804347826,-0.094556108
624,3439,Zenaida macroura,Mourning Dove,0,0,0,0,0,9,1,0,0,6,4,0,0,0,0,0,2.075291419,1.219512195,0.963414634,-0.016186761
193,1879,Crotophaga ani,Smooth-billed Ani,4,4,0,1,0,1,0,0,0,4,3,3,0,0,0,0,2.041747872,2.941176471,0.676470588,-0.169751081
194,1880,Crotophaga sulcirostris,Groove-billed Ani,6,2,0,1,0,1,0,0,0,9,1,0,0,0,0,0,1.914025652,2.380952381,0.76984127,-0.113598811
260,1889,Geococcyx californianus,Greater Roadrunner,3,5,1,1,0,0,0,0,0,10,0,0,0,0,0,0,2.575187845,2.777777778,0.703703704,-0.152610163
165,1858,Coccyzus americanus,Yellow-billed Cuckoo,6,3,0,1,0,0,0,0,0,0,0,4,6,0,0,0,1.806179974,2.173913043,0.804347826,-0.094556108
167,1860,Coccyzus minor,Mangrove Cuckoo,7,2,0,1,0,0,0,0,0,5,3,2,0,0,0,0,1.805432888,1.851851852,0.858024691,-0.066500214
166,1857,Coccyzus erythropthalmus,Black-billed Cuckoo,6,3,0,1,0,0,0,0,0,3,3,3,1,0,0,0,1.706717782,2.173913043,0.804347826,-0.094556108
196,1747,Cuculus canorus,Common Cuckoo,9,0,0,1,0,0,0,0,0,2,2,4,2,0,0,0,2.046729222,1.219512195,0.963414634,-0.016186761
155,3214,Chordeiles acutipennis,Lesser Nighthawk,10,0,0,0,0,0,0,0,0,0,2,7,0,1,1,0,1.685024785,1,1,0
157,3215,Chordeiles minor,Common Nighthawk,10,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,1.899273187,1,1,0
156,3216,Chordeiles gundlachii,Antillean Nighthawk,10,0,0,0,0,0,0,0,0,0,0,3,1,6,1,0,1.698970004,1,1,0
399,3220,Nyctidromus albicollis,Common Pauraque,10,0,0,0,0,0,0,0,0,4,3,2,0,1,1,0,1.762228284,1,1,0
438,3221,Phalaenoptilus nuttallii,Common Poorwill,10,0,0,0,0,0,0,0,0,1,2,5,0,2,1,0,1.684216795,1,1,0
659,3228,Antrostomus carolinensis,Chuck-will's-widow,9,1,0,0,0,0,0,0,1,2,2,1,0,4,1,0,2.037426498,1.219512195,0.963414634,-0.016186761
660,3235,Antrostomus vociferus,Eastern Whip-poor-will,10,0,0,0,0,0,0,0,1,2,2,5,0,0,1,0,1.726727209,1,1,0
661,3235,Antrostomus arizonae,Mexican Whip-poor-will,10,0,0,0,0,0,0,0,1,2,2,5,0,0,1,0,1.726727209,1,1,0
208,2330,Cypseloides niger,American Black Swift,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.5984622,1,1,0
141,2399,Chaetura pelagica,Chimney Swift,10,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,1.372912003,1,1,0
142,2400,Chaetura vauxi,Vaux's Swift,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.23299611,1,1,0
41,2422,Apus apus,Common Swift,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.575187845,1,1,0
11,2408,Aeronautes saxatalis,White-throated Swift,10,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1.506505032,1,1,0
243,2679,Eugenes fulgens,Magnificent Hummingbird,1,0,0,0,9,0,0,0,0,0,6,3,0,1,0,0,0.903089987,1.219512195,0.963414634,-0.016186761
306,2655,Lampornis clemenciae,Blue-throated Hummingbird,1,0,0,0,9,0,0,0,0,0,7,3,0,0,0,0,0.877946952,1.219512195,0.963414634,-0.016186761
117,2789,Calothorax lucifer,Lucifer Hummingbird,1,0,0,0,9,0,0,0,0,0,6,4,0,0,0,0,0.51851394,1.219512195,0.963414634,-0.016186761
45,2791,Archilochus colubris,Ruby-throated Hummingbird,4,0,0,0,6,0,0,0,0,0,4,4,0,2,0,0,0.489958479,1.923076923,0.846153846,-0.072550667
44,2792,Archilochus alexandri,Black-chinned Hummingbird,1,0,0,0,9,0,0,0,0,0,5,4,0,1,0,0,0.530199698,1.219512195,0.963414634,-0.016186761
118,2793,Calypte anna,Anna's Hummingbird,1,0,0,0,9,0,0,0,0,0,2,8,0,0,0,0,0.627365857,1.219512195,0.963414634,-0.016186761
119,2794,Calypte costae,Costa's Hummingbird,1,0,0,0,9,0,0,0,0,0,7,3,0,0,0,0,0.489958479,1.219512195,0.963414634,-0.016186761
519,2812,Selasphorus platycercus,Broad-tailed Hummingbird,1,0,0,0,9,0,0,0,0,0,8,2,0,0,0,0,0.549003262,1.219512195,0.963414634,-0.016186761
520,2813,Selasphorus rufus,Rufous Hummingbird,1,0,0,0,9,0,0,0,0,0,6,4,0,0,0,0,0.544068044,1.219512195,0.963414634,-0.016186761
521,2814,Selasphorus sasin,Allen's Hummingbird,1,0,0,0,9,0,0,0,0,0,4,6,0,0,0,0,0.526339277,1.219512195,0.963414634,-0.016186761
662,2799,Selasphorus calliope,Calliope Hummingbird,1,0,0,0,9,0,0,0,0,0,8,2,0,0,0,0,0.421603927,1.219512195,0.963414634,-0.016186761
207,2573,Cynanthus latirostris,Broad-billed Hummingbird,1,0,0,0,9,0,0,0,0,0,5,5,0,0,0,0,0.491361694,1.219512195,0.963414634,-0.016186761
19,2638,Amazilia yucatanensis,Buff-bellied Hummingbird,1,0,0,0,9,0,0,0,0,0,6,4,0,0,0,0,0.589949601,1.219512195,0.963414634,-0.016186761
18,2644,Amazilia violiceps,Violet-crowned Hummingbird,1,0,0,0,9,0,0,0,0,0,1,8,0,1,0,0,0.707570176,1.219512195,0.963414634,-0.016186761
284,2591,Hylocharis xantusii,Xantus's Hummingbird,1,0,0,0,9,0,0,0,0,0,4,4,2,0,0,0,0.531478917,1.219512195,0.963414634,-0.016186761
791,3842,Rallus obsoletus,Ridgway's Rail,3,3,0,1,0,1,2,1,4,4,1,0,0,0,0,0,2.413886252,4.166666667,0.472222222,-0.325853579
500,3847,Rallus elegans,King Rail,3,5,0,0,0,2,0,0,5,5,0,0,0,0,0,0,2.495974257,2.631578947,0.728070175,-0.137826759
663,3842,Rallus crepitans,Clapper Rail,3,3,0,1,0,1,2,1,4,4,1,0,0,0,0,0,2.413886252,4.166666667,0.472222222,-0.325853579
501,3850,Rallus limicola,Virginia Rail,2,4,0,0,0,2,2,0,5,5,0,0,0,0,0,0,1.924795996,3.571428571,0.571428571,-0.243038049
484,3890,Porzana carolina,Sora,4,0,0,0,0,3,3,0,4,4,2,0,0,0,0,0,1.873901598,2.941176471,0.676470588,-0.169751081
792,3931,Gallinula galeata,Common Gallinule,2,2,0,2,0,2,2,0,2,6,2,0,0,0,0,0,2.531006045,5,0.333333333,-0.477121255
254,3942,Fulica americana,American Coot,2,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,2.803962133,2.777777778,0.703703704,-0.152610163
483,3925,Porphyrio martinica,Yellow-legged Gallinule,3,0,0,0,0,0,7,0,2,3,3,2,0,0,0,0,2.371178732,1.724137931,0.879310345,-0.055857817
793,3913,Porphyrio poliocephalus,Gray-headed Swamphen,1,2,0,0,0,3,4,0,2,6,2,0,0,0,0,0,2.888673623,3.333333333,0.611111111,-0.21387982
192,3797,Coturnicops noveboracensis,Yellow Rail,7,0,0,0,0,3,0,0,3,4,3,0,0,0,0,0,1.784617293,1.724137931,0.879310345,-0.055857817
322,3818,Laterallus jamaicensis,Black Rail,7,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,1.512684396,1.724137931,0.879310345,-0.055857817
43,3752,Aramus guarauna,Limpkin,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3.033423755,2,0.833333333,-0.079181246
664,3741,Antigone canadensis,Sandhill Crane,2,2,0,2,0,1,3,0,5,5,0,0,0,0,0,0,3.633086513,4.545454545,0.409090909,-0.388180171
271,3747,Grus americana,Whooping Crane,2,6,0,1,0,1,0,0,5,5,0,0,0,0,0,0,3.765369735,2.380952381,0.76984127,-0.113598811
280,19902,Himantopus mexicanus,Black-necked Stilt,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2.247531386,1,1,0
502,4224,Recurvirostra americana,American Avocet,8,0,0,0,0,2,0,0,5,5,0,0,0,0,0,0,2.483558771,1.470588235,0.921568627,-0.035472318
275,4200,Haematopus palliatus,American Oystercatcher,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.779199529,1,1,0
274,4199,Haematopus bachmani,Black Oystercatcher,9,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.744292983,1.219512195,0.963414634,-0.016186761
472,4234,Pluvialis squatarola,Grey Plover,7,0,0,0,0,1,2,0,0,10,0,0,0,0,0,0,2.397940009,1.851851852,0.858024691,-0.066500214
470,4233,Pluvialis dominica,American Golden Plover,7,0,0,1,0,1,1,0,0,10,0,0,0,0,0,0,2.180326625,1.923076923,0.846153846,-0.072550667
471,4232,Pluvialis fulva,Pacific Golden Plover,7,0,0,1,0,1,1,0,0,8,2,0,0,0,0,0,2.13001195,1.923076923,0.846153846,-0.072550667
603,4283,Vanellus vanellus,Northern Lapwing,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.339192974,1,1,0
602,4308,Vanellus chilensis,Southern Lapwing,9,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2.514547753,1.219512195,0.963414634,-0.016186761
794,4250,Charadrius nivosus,Snowy Plover,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1.626340367,1,1,0
150,4240,Charadrius wilsonia,Wilson's Plover,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1.741151599,1,1,0
148,4237,Charadrius semipalmatus,Semipalmated Plover,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.669688708,1,1,0
145,4247,Charadrius melodus,Piping Plover,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1.735519059,1,1,0
149,4241,Charadrius vociferus,Killdeer,9,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1.984257202,1.219512195,0.963414634,-0.016186761
147,4270,Charadrius montanus,Mountain Plover,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.981093423,1,1,0
300,4163,Jacana spinosa,Northern Jacana,5,1,0,0,0,4,0,0,5,5,0,0,0,0,0,0,1.973127854,2.380952381,0.76984127,-0.113598811
64,4090,Bartramia longicauda,Upland Sandpiper,7,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,2.201178556,1.724137931,0.879310345,-0.055857817
395,4085,Numenius tahitiensis,Bristle-thighed Curlew,4,1,1,2,0,0,2,0,0,10,0,0,0,0,0,0,2.602146842,3.846153846,0.525641026,-0.279310746
394,4080,Numenius phaeopus,Whimbrel,6,0,0,2,0,1,1,0,2,6,2,0,0,0,0,0,2.561780928,2.380952381,0.76984127,-0.113598811
393,4088,Numenius americanus,Long-billed Curlew,9,0,0,1,0,0,0,0,2,8,0,0,0,0,0,0,2.766308723,1.219512195,0.963414634,-0.016186761
333,4076,Limosa lapponica,Bar-tailed Godwit,8,0,0,1,0,1,0,0,5,5,0,0,0,0,0,0,2.464861981,1.515151515,0.914141414,-0.038986615
332,4075,Limosa haemastica,Hudsonian Godwit,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,2.403618044,1.219512195,0.963414634,-0.016186761
331,4077,Limosa fedoa,Marbled Godwit,10,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2.552692546,1,1,0
47,4110,Arenaria interpres,Ruddy Turnstone,8,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,2.133475037,1.470588235,0.921568627,-0.035472318
48,4111,Arenaria melanocephala,Black Turnstone,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.101093767,1,1,0
104,4118,Calidris canutus,Red Knot,8,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,2.151890569,1.515151515,0.914141414,-0.038986615
665,4116,Calidris virgata,Surfbird,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.303131233,1,1,0
106,4139,Calidris himantopus,Stilt Sandpiper,8,0,0,0,0,2,0,0,5,5,0,0,0,0,0,0,1.757699625,1.470588235,0.921568627,-0.035472318
113,4124,Calidris ruficollis,Red-necked Stint,6,0,0,0,0,4,0,0,5,5,0,0,0,0,0,0,1.427972714,1.923076923,0.846153846,-0.072550667
101,4120,Calidris alba,Sanderling,6,1,1,0,0,0,2,0,0,10,0,0,0,0,0,0,1.713574538,2.380952381,0.76984127,-0.113598811
102,4135,Calidris alpina,Dunlin,8,0,0,0,0,0,2,0,2,8,0,0,0,0,0,0,1.715083671,1.470588235,0.921568627,-0.035472318
111,4134,Calidris ptilocnemis,Rock Sandpiper,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1.91019737,1,1,0
107,4133,Calidris maritima,Purple Sandpiper,7,0,0,1,0,1,1,0,2,6,2,0,0,0,0,0,1.813580989,1.923076923,0.846153846,-0.072550667
103,4129,Calidris bairdii,Baird's Sandpiper,10,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1.612465964,1,1,0
110,4127,Calidris minutilla,Least Sandpiper,10,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1.35945602,1,1,0
