WJSpecID,Scientific,English,Inv,Vert,Scav,Fruits,Nectar,Seeds,PlantOther,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,PelagicSpecialist,log10SpecGenFinalMass,Diet_Breadth_Levin,Diet_breadthLevinsStanderdized,log_dietBreathLevin
2534,Abeillia abeillei,Emerald-chinned Hummingbird,1,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0.431363764,1.219512195,0.963414634,-0.016186761
10998,Abroscopus albogularis,Rufous-faced Warbler,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.684845362,1,1,0
10999,Abroscopus schisticeps,Black-faced Warbler,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.672097858,1,1,0
11000,Abroscopus superciliaris,Yellow-bellied Warbler,10,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0.811575006,1,1,0
169,Aburria aburri,Wattled Guan,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,3.147701052,1,1,0
7484,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,4,1,0,1,3,1,0,0,0,1,2,4,2,1,0,0,1.679427897,3.571428571,0.571428571,-0.243038049
13102,Acanthidops bairdii,Peg-billed Finch,4,0,0,2,0,3,1,0,0,5,5,0,0,0,0,0,1.204119983,3.333333333,0.611111111,-0.21387982
5660,Acanthisitta chloris,Rifleman,9,0,0,1,0,0,0,0,0,2,6,2,0,0,0,0,0.839478047,1.219512195,0.963414634,-0.016186761
19967,Acanthiza apicalis,Inland Thornbill,7,0,0,1,1,1,0,0,0,4,4,2,0,0,0,0,0.881954971,1.923076923,0.846153846,-0.072550667
7571,Acanthiza chrysorrhoa,Yellow-rumped Thornbill,8,0,0,0,0,2,0,0,0,8,2,0,0,0,0,0,0.968015714,1.470588235,0.921568627,-0.035472318
7567,Acanthiza ewingii,Tasmanian Thornbill,8,0,0,0,0,2,0,0,0,0,5,5,0,0,0,0,0.838849091,1.470588235,0.921568627,-0.035472318
7569,Acanthiza inornata,Western Thornbill,8,0,0,0,2,0,0,0,0,2,3,3,2,0,0,0,0.84509804,1.470588235,0.921568627,-0.035472318
7570,Acanthiza iredalei,Slender-billed Thornbill,8,0,0,0,0,1,1,0,0,5,5,0,0,0,0,0,0.781036939,1.515151515,0.914141414,-0.038986615
7560,Acanthiza katherina,Mountain Thornbill,10,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0.857332496,1,1,0
7574,Acanthiza lineata,Striated Thornbill,6,0,0,0,2,2,0,0,0,0,2,6,2,0,0,0,0.835690571,2.272727273,0.787878788,-0.103540592
7559,Acanthiza murina,Papuan Thornbill,10,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0.924279286,1,1,0
7573,Acanthiza nana,Yellow Thornbill,8,0,0,0,0,2,0,0,0,0,0,6,4,0,0,0,0.791690649,1.470588235,0.921568627,-0.035472318
7561,Acanthiza pusilla,Brown Thornbill,7,0,0,1,1,1,0,0,0,4,4,2,0,0,0,0,0.881954971,1.923076923,0.846153846,-0.072550667
7568,Acanthiza reguloides,Buff-rumped Thornbill,8,0,0,0,1,1,0,0,0,3,3,2,2,0,0,0,0.886490725,1.515151515,0.914141414,-0.038986615
7575,Acanthiza robustirostris,Slaty-backed Thornbill,10,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0.785329835,1,1,0
7572,Acanthiza uropygialis,Chestnut-rumped Thornbill,8,0,0,0,0,1,1,0,0,2,4,4,0,0,0,0,0.806179974,1.515151515,0.914141414,-0.038986615
7472,Acanthorhynchus superciliosus,Western Spinebill,3,0,0,0,7,0,0,0,0,0,6,2,0,2,0,0,0.987666265,1.724137931,0.879310345,-0.055857817
7471,Acanthorhynchus tenuirostris,Eastern Spinebill,5,0,0,0,5,0,0,0,0,0,7,1,0,2,0,0,1.018700499,2,0.833333333,-0.079181246
7543,Acanthornis magna,Scrubtit,10,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,1.007747778,1,1,0
4732,Accipiter albogularis,Pied Goshawk,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.395763089,1,1,0
4717,Accipiter badius,Shikra,1,9,0,0,0,0,0,0,0,5,0,5,0,0,0,0,2.117768295,1.219512195,0.963414634,-0.016186761
4761,Accipiter bicolor,Bicoloured Hawk,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,2.458698268,1,1,0
4749,Accipiter brachyurus,New Britain Sparrowhawk,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,2.152288344,1,1,0
4722,Accipiter brevipes,Levant Sparrowhawk,4,6,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,2.270632261,1.923076923,0.846153846,-0.072550667
4721,Accipiter butleri,Nicobar Sparrowhawk,1,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.522365975,1.219512195,0.963414634,-0.016186761
4716,Accipiter castanilius,Chestnut-flanked Sparrowhawk,1,9,0,0,0,0,0,0,0,5,0,5,0,0,0,0,2.197308132,1.219512195,0.963414634,-0.016186761
4764,Accipiter chilensis,Chilean Hawk,0,10,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.565847819,1,1,0
4756,Accipiter chionogaster,White-breasted Hawk,0,10,0,0,0,0,0,0,0,4,2,1,2,1,0,0,2.522365975,1,1,0
4748,Accipiter cirrocephalus,Collared Sparrowhawk,1,9,0,0,0,0,0,0,0,0,1,8,1,0,0,0,2.21940113,1.219512195,0.963414634,-0.016186761
4741,Accipiter collaris,Semicollared Hawk,0,10,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,2.522365975,1,1,0
4759,Accipiter cooperii,Cooper's Hawk,0,10,0,0,0,0,0,0,0,4,2,2,1,1,0,0,2.633135032,1,1,0
4747,Accipiter erythrauchen,Rufous-necked Sparrowhawk,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,2.193124598,1,1,0
4758,Accipiter erythronemius,Rufous-thighed Hawk,0,10,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.096910013,1,1,0
4742,Accipiter erythropus,Red-thighed Sparrowhawk,4,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2.046104787,1.923076923,0.846153846,-0.072550667
4728,Accipiter fasciatus,Brown Goshawk,2,7,1,0,0,0,0,0,0,5,0,3,2,0,0,0,2.554682944,1.851851852,0.858024691,-0.066500214
4724,Accipiter francesiae,Frances's Sparrowhawk,6,4,0,0,0,0,0,0,0,3,3,3,1,0,0,0,2.136149586,1.923076923,0.846153846,-0.072550667
4767,Accipiter gentilis,Northern Goshawk,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.937537951,1,1,0
4712,Accipiter griseiceps,Sulawesi Goshawk,2,8,0,0,0,0,0,0,0,8,1,1,0,0,0,0,2.40098673,1.470588235,0.921568627,-0.035472318
4744,Accipiter gularis,Japanese Sparrowhawk,1,9,0,0,0,0,0,0,0,1,1,6,1,1,0,0,2.081563321,1.219512195,0.963414634,-0.016186761
4760,Accipiter gundlachi,Gundlach's Hawk,0,10,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.829303773,1,1,0
4733,Accipiter haplochrous,White-bellied Goshawk,3,7,0,0,0,0,0,0,0,7,0,2,1,0,0,0,2.297563557,1.724137931,0.879310345,-0.055857817
4735,Accipiter henicogrammus,Moluccan Goshawk,3,7,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,2.522365975,1.724137931,0.879310345,-0.055857817
4766,Accipiter henstii,Henst's Goshawk,0,10,0,0,0,0,0,0,0,0,2,6,2,0,0,0,3.021189299,1,1,0
4737,Accipiter imitator,Imitator Sparrowhawk,4,6,0,0,0,0,0,0,0,7,3,0,0,0,0,0,2.347310496,1.923076923,0.846153846,-0.072550667
4736,Accipiter luteoschistaceus,Slaty-mantled Sparrowhawk,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.330413773,1.923076923,0.846153846,-0.072550667
4751,Accipiter madagascariensis,Madagascar Sparrowhawk,2,8,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.256260607,1.470588235,0.921568627,-0.035472318
4731,Accipiter melanochlamys,Black-mantled Goshawk,1,9,0,0,0,0,0,0,0,0,3,3,3,1,0,0,2.423245874,1.219512195,0.963414634,-0.016186761
4765,Accipiter melanoleucus,Black Goshawk,0,10,0,0,0,0,0,0,0,1,3,4,2,0,0,0,2.844470963,1,1,0
4770,Accipiter meyerianus,Meyer's Goshawk,0,10,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,2.882831794,1,1,0
4743,Accipiter minullus,Little Sparrowhawk,2,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.941660478,1.470588235,0.921568627,-0.035472318
4746,Accipiter nanus,Small Sparrowhawk,7,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,2.522365975,1.724137931,0.879310345,-0.055857817
4753,Accipiter nisus,Eurasian Sparrowhawk,0,10,0,0,0,0,0,0,0,2,2,2,2,2,0,0,2.343979399,1,1,0
4726,Accipiter novaehollandiae,Grey Goshawk,3,7,0,0,0,0,0,0,0,5,0,3,2,0,0,0,2.513297524,1.724137931,0.879310345,-0.055857817
4752,Accipiter ovampensis,Ovampo Sparrowhawk,0,10,0,0,0,0,0,0,0,0,0,2,4,4,0,0,2.290034611,1,1,0
4738,Accipiter poliocephalus,Grey-headed Goshawk,2,8,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,2.331953395,1.470588235,0.921568627,-0.035472318
4710,Accipiter poliogaster,Gray-bellied Hawk,0,10,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,3.136533495,1,1,0
4739,Accipiter princeps,New Britain Goshawk,5,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.522365975,2,0.833333333,-0.079181246
4750,Accipiter rhodogaster,Vinous-breasted Sparrowhawk,2,8,0,0,0,0,0,0,0,5,0,3,2,0,0,0,2.237317484,1.470588235,0.921568627,-0.035472318
4734,Accipiter rufitorques,Fiji Goshawk,2,8,0,0,0,0,0,0,0,0,3,4,3,0,0,0,2.320146286,1.470588235,0.921568627,-0.035472318
4754,Accipiter rufiventris,Rufous-chested Sparrowhawk,1,9,0,0,0,0,0,0,0,2,3,3,0,2,0,0,2.29666519,1.219512195,0.963414634,-0.016186761
4723,Accipiter soloensis,Chinese Goshawk,1,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.216878142,1.219512195,0.963414634,-0.016186761
4755,Accipiter striatus,Sharp-shinned Hawk,0,10,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.115909922,1,1,0
4740,Accipiter superciliosus,Tiny Hawk,0,10,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1.997866726,1,1,0
4713,Accipiter tachiro,African Goshawk,1,9,0,0,0,0,0,0,0,2,2,2,2,2,0,0,2.580924976,1.219512195,0.963414634,-0.016186761
19004,Accipiter toussenelii,Red-chested Goshawk,1,9,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,0,2.396704858,1.219512195,0.963414634,-0.016186761
4725,Accipiter trinotatus,Spot-tailed Goshawk,2,8,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2.164352856,1.470588235,0.921568627,-0.035472318
4711,Accipiter trivirgatus,Crested Goshawk,2,8,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,0,2.423311423,1.470588235,0.921568627,-0.035472318
4757,Accipiter ventralis,Plain-breasted Hawk,0,10,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.367355921,1,1,0
4745,Accipiter virgatus,Besra,2,8,0,0,0,0,0,0,0,5,0,3,2,0,0,0,2.068148741,1.470588235,0.921568627,-0.035472318
1351,Aceros cassidix,Knobbed Hornbill,0,0,0,10,0,0,0,0,0,1,0,2,7,0,0,0,3.372912003,1,1,0
1346,Aceros comatus,White-crowned Hornbill,3,5,0,2,0,0,0,0,0,4,4,1,1,0,0,0,3.167317335,2.631578947,0.728070175,-0.137826759
1348,Aceros corrugatus,Wrinkled Hornbill,1,0,0,9,0,0,0,0,0,1,0,1,8,0,0,0,3.201397124,1.219512195,0.963414634,-0.016186761
1354,Aceros everetti,Sumba Hornbill,0,0,0,10,0,0,0,0,0,1,1,2,6,0,0,0,3.242740145,1,1,0
1350,Aceros leucocephalus,Writhed Hornbill,2,0,0,8,0,0,0,0,0,0,0,2,7,1,0,0,3.035829825,1.470588235,0.921568627,-0.035472318
1353,Aceros narcondami,Narcondam Hornbill,0,0,0,10,0,0,0,0,0,1,0,0,9,0,0,0,2.843338691,1,1,0
1347,Aceros nipalensis,Rufous-necked Hornbill,0,0,0,10,0,0,0,0,0,1,0,0,9,0,0,0,3.377488383,1,1,0
1357,Aceros plicatus,Papuan Hornbill,2,0,0,8,0,0,0,0,0,3,1,1,5,0,0,0,3.231408418,1.470588235,0.921568627,-0.035472318
1355,Aceros subruficollis,Plain-pouched Hornbill,0,0,0,10,0,0,0,0,0,3,0,0,7,0,0,0,3.310055738,1,1,0
1352,Aceros undulatus,Wreathed Hornbill,1,0,0,9,0,0,0,0,0,3,0,0,7,0,0,0,3.34528549,1.219512195,0.963414634,-0.016186761
1349,Aceros waldeni,Rufous-headed Hornbill,0,0,0,10,0,0,0,0,0,1,0,0,9,0,0,0,3.242740145,1,1,0
10770,Achaetops pycnopygius,Rockrunner,8,0,0,1,0,1,0,0,0,9,1,0,0,0,0,0,1.451786436,1.515151515,0.914141414,-0.038986615
9529,Acridotheres albocinctus,Collared Myna,4,1,0,2,1,2,0,0,0,4,4,2,0,0,0,0,1.971090213,3.846153846,0.525641026,-0.279310746
9528,Acridotheres cinereus,Pale-bellied Myna,8,0,0,2,0,0,0,0,0,4,3,3,0,0,0,0,1.971090213,1.470588235,0.921568627,-0.035472318
9530,Acridotheres cristatellus,Crested Myna,5,0,1,4,0,0,0,0,0,0,5,5,0,0,0,0,2.065617056,2.380952381,0.76984127,-0.113598811
9526,Acridotheres fuscus,Jungle Myna,4,0,0,3,1,2,0,0,0,5,3,2,0,0,0,0,1.918030337,3.333333333,0.611111111,-0.21387982
9525,Acridotheres ginginianus,Bank Myna,4,1,0,2,1,2,0,0,0,5,3,2,0,0,0,0,1.857332496,3.846153846,0.525641026,-0.279310746
9527,Acridotheres grandis,White-vented Myna,6,0,0,2,0,2,0,0,0,0,7,3,0,0,0,0,1.995240202,2.272727273,0.787878788,-0.103540592
9523,Acridotheres tristis,Common Myna,4,3,0,1,1,1,0,0,0,7,2,1,0,0,0,0,2.066064897,3.571428571,0.571428571,-0.243038049
19548,Acrobatornis fonsecai,Pink-legged Graveteiro,10,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1.136720567,1,1,0
10827,Acrocephalus aedon,Thick-billed Warbler,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1.350248018,1,1,0
10815,Acrocephalus aequinoctialis,Kiritimati Reed-warbler,8,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1.397940009,1.470588235,0.921568627,-0.035472318
10794,Acrocephalus agricola,Paddyfield Warbler,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0.982271233,1,1,0
10802,Acrocephalus arundinaceus,Great Reed-warbler,7,2,0,1,0,0,0,0,2,2,6,0,0,0,0,0,1.477121255,1.851851852,0.858024691,-0.066500214
10818,Acrocephalus atyphus,Tuamotu Reed-warbler,7,2,0,0,0,0,1,0,0,5,5,0,0,0,0,0,1.494293769,1.851851852,0.858024691,-0.066500214
10809,Acrocephalus australis,Australian Reed-warbler,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1.247973266,1,1,0
10798,Acrocephalus baeticatus,African Reed Warbler,10,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1.008600172,1,1,0
10793,Acrocephalus bistrigiceps,Black-browed Reed-warbler,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0.938019097,1,1,0
10824,Acrocephalus brevipennis,Cape Verde Warbler,9,0,0,1,0,0,0,0,0,0,2,8,0,0,0,0,1.204119983,1.219512195,0.963414634,-0.016186761
10816,Acrocephalus caffer,Tahiti Reed-warbler,7,2,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1.494293769,1.851851852,0.858024691,-0.066500214
10796,Acrocephalus concinens,Blunt-winged Warbler,10,0,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0.919078092,1,1,0
10800,Acrocephalus dumetorum,Blyth's Reed-warbler,9,0,0,0,0,1,0,0,0,2,2,4,2,0,0,0,1.049218023,1.219512195,0.963414634,-0.016186761
10814,Acrocephalus familiaris,Millerbird,9,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,1.26245109,1.219512195,0.963414634,-0.016186761
10825,Acrocephalus gracilirostris,Lesser Swamp-warbler,8,2,0,0,0,0,0,0,2,2,6,0,0,0,0,0,1.158362492,1.470588235,0.921568627,-0.035472318
10808,Acrocephalus griseldis,Basra Reed-warbler,7,2,0,1,0,0,0,0,2,2,3,3,0,0,0,0,1.222716471,1.851851852,0.858024691,-0.066500214
10819,Acrocephalus kerearako,Cook Islands Reed-warbler,10,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,1.352182518,1,1,0
10810,Acrocephalus luscinius,Nightingale Reed-warbler,8,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1.485011215,1.470588235,0.921568627,-0.035472318
10788,Acrocephalus melanopogon,Moustached Warbler,9,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,1.037426498,1.219512195,0.963414634,-0.016186761
10817,Acrocephalus mendanae,Marquesan Reed-warbler,6,1,0,1,1,1,0,0,0,5,5,0,0,0,0,0,1.494293769,2.5,0.75,-0.124938737
10826,Acrocephalus newtoni,Madagascar Swamp-warbler,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1.230448921,1,1,0
20023,Acrocephalus orinus,Large-billed Reed-warbler,8,1,0,0,0,1,0,0,2,2,6,0,0,0,0,0,1.383815366,1.515151515,0.914141414,-0.038986615
10789,Acrocephalus paludicola,Aquatic Warbler,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1.064457989,1,1,0
10801,Acrocephalus palustris,Marsh Warbler,8,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,1.06069784,1.470588235,0.921568627,-0.035472318
10813,Acrocephalus rehsei,Nauru Reed-warbler,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.302330929,1,1,0
10820,Acrocephalus rimatarae,Rimatara Reed-warbler,9,1,0,0,0,0,0,0,0,2,3,2,3,0,0,0,1.423245874,1.219512195,0.963414634,-0.016186761
10829,Acrocephalus rodericanus,Rodrigues Warbler,10,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1.071882007,1,1,0
10823,Acrocephalus rufescens,Greater Swamp-warbler,8,2,0,0,0,0,0,0,2,4,4,0,0,0,0,0,1.356408327,1.470588235,0.921568627,-0.035472318
10791,Acrocephalus schoenobaenus,Sedge Warbler,7,0,0,1,0,1,1,0,0,2,6,2,0,0,0,0,1.072984745,1.923076923,0.846153846,-0.072550667
10797,Acrocephalus scirpaceus,Eurasian Reed-warbler,7,0,0,1,0,1,1,0,0,2,8,0,0,0,0,0,1.089905111,1.923076923,0.846153846,-0.072550667
10831,Acrocephalus sechellensis,Seychelles Warbler,9,1,0,0,0,0,0,0,0,0,3,4,3,0,0,0,1.200576927,1.219512195,0.963414634,-0.016186761
10792,Acrocephalus sorghophilus,Streaked Reed-warbler,8,0,0,0,0,2,0,0,0,2,3,2,3,0,0,0,1.151676231,1.470588235,0.921568627,-0.035472318
10804,Acrocephalus stentoreus,Clamorous Reed-warbler,8,1,0,0,0,1,0,0,2,2,6,0,0,0,0,0,1.383815366,1.515151515,0.914141414,-0.038986615
10812,Acrocephalus syrinx,Caroline Islands Reed-warbler,9,1,0,0,0,0,0,0,0,6,2,0,2,0,0,0,1.302330929,1.219512195,0.963414634,-0.016186761
10822,Acrocephalus taiti,Henderson Reed-warbler,8,0,0,1,0,1,0,0,0,2.5,2.5,2.5,2.5,0,0,0,1.384711743,1.515151515,0.914141414,-0.038986615
10795,Acrocephalus tangorum,Manchurian Reed-warbler,9,1,0,0,0,0,0,0,0,2,3,2,3,0,0,0,1.214578954,1.219512195,0.963414634,-0.016186761
10821,Acrocephalus vaughani,Pitcairn Reed-warbler,10,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,1.386855529,1,1,0
7102,Acropternis orthonyx,Ocellated Tapaculo,8,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,1.953566414,1.470588235,0.921568627,-0.035472318
456,Acryllium vulturinum,Vulturine Guineafowl,1,0,0,2,0,2,5,0,0,10,0,0,0,0,0,0,3.123851641,2.941176471,0.676470588,-0.169751081
1618,Actenoides bougainvillei,Moustached Kingfisher,5,5,0,0,0,0,0,0,0,7,1,2,0,0,0,0,2.274157849,2,0.833333333,-0.079181246
1619,Actenoides concretus,Rufous-collared Kingfisher,6,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1.86611004,1.923076923,0.846153846,-0.072550667
1621,Actenoides hombroni,Blue-capped Kingfisher,7,3,0,0,0,0,0,0,1,7,2,0,0,0,0,0,2.068185862,1.724137931,0.879310345,-0.055857817
1620,Actenoides lindsayi,Spotted Kingfisher,8,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1.967735132,1.470588235,0.921568627,-0.035472318
1622,Actenoides monachus,Green-backed Kingfisher,10,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,2.025305865,1,1,0
1623,Actenoides princeps,Scaly Kingfisher,10,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,2.021189299,1,1,0
11282,Actinodura egertoni,Rusty-fronted Barwing,6,0,0,2,0,2,0,0,0,0,0,8,2,0,0,0,1.556302501,2.272727273,0.787878788,-0.103540592
11287,Actinodura morrisoniana,Taiwan Barwing,8,0,0,1,0,1,0,0,0,0,0,6,4,0,0,0,1.379668034,1.515151515,0.914141414,-0.038986615
11284,Actinodura nipalensis,Hoary-throated Barwing,6,0,0,1,1,1,1,0,0,0,2,8,0,0,0,0,1.642167634,2.5,0.75,-0.124938737
11283,Actinodura ramsayi,Spectacled Barwing,8,0,0,0,0,0,2,0,0,0,5,5,0,0,0,0,1.584331224,1.470588235,0.921568627,-0.035472318
19648,Actinodura sodangorum,Black-crowned Barwing,7,0,0,1,0,1,1,0,0,0,2,7,1,0,0,0,1.580924976,1.923076923,0.846153846,-0.072550667
11286,Actinodura souliei,Streaked Barwing,10,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,1.594834356,1,1,0
11285,Actinodura waldeni,Streak-throated Barwing,4,0,0,3,0,1,2,0,0,0,2,8,0,0,0,0,1.669595781,3.333333333,0.611111111,-0.21387982
4103,Actitis hypoleucos,Common Sandpiper,5,4,0,0,0,0,1,0,5,5,0,0,0,0,0,0,1.681241237,2.380952381,0.76984127,-0.113598811
4104,Actitis macularius,Spotted Sandpiper,8,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1.606381365,1.470588235,0.921568627,-0.035472318
4157,Actophilornis africanus,African Jacana,8,0,0,0,0,2,0,0,5,5,0,0,0,0,0,0,2.276668562,1.470588235,0.921568627,-0.035472318
4158,Actophilornis albinucha,Madagascar Jacana,6,0,0,0,0,4,0,0,5,5,0,0,0,0,0,0,2.378397901,1.923076923,0.846153846,-0.072550667
2665,Adelomyia melanogenys,Speckled Hummingbird,1,0,0,0,9,0,0,0,0,0,7,3,0,0,0,0,0.692846919,1.219512195,0.963414634,-0.016186761
5026,Aechmophorus clarkii,Clark's Grebe,1,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3.037796885,1.219512195,0.963414634,-0.016186761
5024,Aechmophorus occidentalis,Western Grebe,1,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3.055741366,1.219512195,0.963414634,-0.016186761
9964,Aegithalos caudatus,Long-tailed Tit,6,0,0,1,1,1,1,0,0,1,4,1,4,0,0,0,0.934498451,2.5,0.75,-0.124938737
9970,Aegithalos concinnus,Black-throated Tit,7,0,0,2,0,1,0,0,0,0,8,0,2,0,0,0,0.785329835,1.851851852,0.858024691,-0.066500214
9974,Aegithalos fuliginosus,White-necklaced Tit,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0.752048448,2,0.833333333,-0.079181246
9972,Aegithalos iouschistos,Black-browed Tit,7,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0.84509804,1.724137931,0.879310345,-0.055857817
9969,Aegithalos leucogenys,White-cheeked Tit,10,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0.826074803,1,1,0
9971,Aegithalos niveogularis,White-throated Tit,8,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0.892094603,1.470588235,0.921568627,-0.035472318
8572,Aegithina lafresnayei,Great Iora,10,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1.07773118,1,1,0
8570,Aegithina nigrolutea,White-tailed Iora,10,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1.072984745,1,1,0
8569,Aegithina tiphia,Common Iora,10,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1.079181246,1,1,0
8571,Aegithina viridissima,Green Iora,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.127104798,1,1,0
3075,Aegolius acadicus,Northern Saw-whet Owl,2,8,0,0,0,0,0,0,0,9,1,0,0,0,1,0,2.002986341,1.470588235,0.921568627,-0.035472318
3073,Aegolius funereus,Boreal Owl,3,7,0,0,0,0,0,0,0,9,1,0,0,0,1,0,2.137290799,1.724137931,0.879310345,-0.055857817
3077,Aegolius harrisii,Buff-fronted Owl,5,5,0,0,0,0,0,0,0,8,2,0,0,0,1,0,2.079181246,2,0.833333333,-0.079181246
3076,Aegolius ridgwayi,Southern Saw-whet Owl,2,8,0,0,0,0,0,0,0,9,1,0,0,0,1,0,1.903089987,1.470588235,0.921568627,-0.035472318
3150,Aegotheles albertisi,Mountain Owlet-nightjar,10,0,0,0,0,0,0,0,0,0,3,4,3,0,1,0,1.546542663,1,1,0
3149,Aegotheles archboldi,Archbold's Owlet-nightjar,10,0,0,0,0,0,0,0,0,4,2,4,0,0,1,0,1.485721426,1,1,0
3147,Aegotheles bennettii,Barred Owlet-nightjar,10,0,0,0,0,0,0,0,0,6,1,1,1,1,1,0,1.77815125,1,1,0
3143,Aegotheles crinifrons,Long-whiskered Owlet-nightjar,10,0,0,0,0,0,0,0,0,0,1,7,1,1,1,0,2.133538908,1,1,0
3145,Aegotheles cristatus,Australian Owlet-nightjar,10,0,0,0,0,0,0,0,0,6,1,1,1,1,1,0,1.63124078,1,1,0
3144,Aegotheles insignis,Feline Owlet-nightjar,10,0,0,0,0,0,0,0,0,4,2,4,0,0,1,0,1.894869657,1,1,0
3146,Aegotheles savesi,New Caledonian Owlet-nightjar,10,0,0,0,0,0,0,0,0,6,3,1,0,0,1,0,1.773640193,1,1,0
19029,Aegotheles tatei,Starry Owlet-nightjar,10,0,0,0,0,0,0,0,0,4,2,4,0,0,1,0,1.716003344,1,1,0
3148,Aegotheles wallacii,Wallace's Owlet-nightjar,10,0,0,0,0,0,0,0,0,4,2,4,0,0,1,0,1.705264862,1,1,0
4655,Aegypius monachus,Cinereous Vulture,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,3.969441541,1,1,0
3901,Aenigmatolimnas marginalis,Striped Crake,6,4,0,0,0,0,0,0,2,6,2,0,0,0,0,0,1.709269961,1.923076923,0.846153846,-0.072550667
